id,chart_template_id/id,code,reconcile,user_type_id/id,name
l10n_pl_openglobe.pl_a_expense,pl_chart_template,73-110-000,False,account.data_account_type_expenses,Wartość sprzedanych towarów w cenach zakupu - Wartość sprzedanych towarów w sprzedaży hurtowej
l10n_pl_openglobe.chart73120000,pl_chart_template,73-120-000,False,account.data_account_type_expenses,Wartość sprzedanych towarów w cenach zakupu - Wartość sprzedanych towarów w sprzedaży detalicznej
l10n_pl_openglobe.chart73130000,pl_chart_template,73-130-000,False,account.data_account_type_expenses,Wartość sprzedanych towarów w cenach zakupu - Wartość sprzedanych towarów w sprzedaży wysyłkowej
l10n_pl_openglobe.chart73140000,pl_chart_template,73-140-000,False,account.data_account_type_expenses,Wartość sprzedanych towarów w cenach zakupu - Prowizja komisowa
l10n_pl_openglobe.chart74010000,pl_chart_template,74-010-000,False,account.data_account_type_revenue,Sprzedaż materiałów i opakowań - Sprzedaż materiałów
l10n_pl_openglobe.chart74020000,pl_chart_template,74-020-000,False,account.data_account_type_revenue,Sprzedaż materiałów i opakowań - Sprzedaż opakowań
l10n_pl_openglobe.chart74030000,pl_chart_template,74-030-000,False,account.data_account_type_revenue,Sprzedaż materiałów i opakowań - Sprzedaż odpadów
l10n_pl_openglobe.chart74110000,pl_chart_template,74-110-000,False,account.data_account_type_expenses,Wartość sprzedanych materiałów i opakowań - Wartość w cenach zakupu sprzedanych materiałów
l10n_pl_openglobe.chart74120000,pl_chart_template,74-120-000,False,account.data_account_type_expenses,Wartość sprzedanych materiałów i opakowań - Wartość w cenach zakupu sprzedanych opakowań
l10n_pl_openglobe.chart74130000,pl_chart_template,74-130-000,False,account.data_account_type_expenses,Wartość sprzedanych materiałów i opakowań - Wartość w cenach zakupu sprzedanych odpadów
l10n_pl_openglobe.chart75010000,pl_chart_template,75-010-000,False,account.data_account_type_revenue,Przychody finansowe - Kwoty należne ze sprzedaży aktywów finansowych
l10n_pl_openglobe.chart75020000,pl_chart_template,75-020-000,False,account.data_account_type_revenue,Przychody finansowe - Kwoty należne z tytułu dywidend
l10n_pl_openglobe.chart75030000,pl_chart_template,75-030-000,False,account.data_account_type_revenue,Przychody finansowe - Otrzymane odsetki
l10n_pl_openglobe.chart75040000,pl_chart_template,75-040-000,False,account.data_account_type_revenue,Przychody finansowe - Przychody ze zbycia inwestycji
l10n_pl_openglobe.chart75050000,pl_chart_template,75-050-000,False,account.data_account_type_revenue,Przychody finansowe - Aktualizacja wartości inwestycji-przychody
l10n_pl_openglobe.chart75060000,pl_chart_template,75-060-000,False,account.data_account_type_other_income,Przychody finansowe - Dodatnie różnice kursu walut
l10n_pl_openglobe.chart75070000,pl_chart_template,75-070-000,False,account.data_account_type_revenue,Przychody finansowe - Pozostałe przychody finansowe
l10n_pl_openglobe.chart75110000,pl_chart_template,75-110-000,False,account.data_account_type_expenses,Koszty finansowe - Wartość sprzedanych inwestycji
l10n_pl_openglobe.chart75120000,pl_chart_template,75-120-000,False,account.data_account_type_expenses,Koszty finansowe - Odpisy z tytułu utraty wartości inwestycji-koszty
l10n_pl_openglobe.chart75130000,pl_chart_template,75-130-000,False,account.data_account_type_expenses,Koszty finansowe - Odsetki zapłacone
l10n_pl_openglobe.pl_a_pay,pl_chart_template,75-140-000,False,account.data_account_type_expenses,Koszty finansowe - Ujemne różnice kursu walut
l10n_pl_openglobe.chart75190000,pl_chart_template,75-190-000,False,account.data_account_type_expenses,Koszty finansowe - Pozostałe koszty finansowe
l10n_pl_openglobe.chart76010000,pl_chart_template,76-010-000,False,account.data_account_type_revenue,Pozostałe przychody operacyjne - Przychody ze zbycia niefinansowych aktywów trwałych
l10n_pl_openglobe.chart76020000,pl_chart_template,76-020-000,False,account.data_account_type_revenue,Pozostałe przychody operacyjne - Otrzymane dotacje
l10n_pl_openglobe.chart76030000,pl_chart_template,76-030-000,False,account.data_account_type_revenue,Pozostałe przychody operacyjne - Przychody z usług socjalnych
l10n_pl_openglobe.chart76040000,pl_chart_template,76-040-000,False,account.data_account_type_revenue,Pozostałe przychody operacyjne - Przychody ze wzrostu wartości niefinansowych aktywów trwałych
l10n_pl_openglobe.chart76090000,pl_chart_template,76-090-000,False,account.data_account_type_revenue,Pozostałe przychody operacyjne - Inne pozostałe przychody operacyjne
l10n_pl_openglobe.chart76110000,pl_chart_template,76-110-000,False,account.data_account_type_expenses,Pozostałe koszty operacyjne - Wartość sprzedanych niefinansowych aktywów trwałych
l10n_pl_openglobe.chart76120000,pl_chart_template,76-120-000,False,account.data_account_type_expenses,Pozostałe koszty operacyjne - Dotacje przekazane
l10n_pl_openglobe.chart76130000,pl_chart_template,76-130-000,False,account.data_account_type_expenses,Pozostałe koszty operacyjne - Odpisy z tytułu utraty wartości aktywów niefinansowych
l10n_pl_openglobe.chart76140000,pl_chart_template,76-140-000,False,account.data_account_type_expenses,Pozostałe koszty operacyjne - Inne pozostałe koszty operacyjne
l10n_pl_openglobe.chart77000000,pl_chart_template,77-000-000,False,account.data_account_type_revenue,Zyski nadzwyczajne
l10n_pl_openglobe.chart77100000,pl_chart_template,77-100-000,False,account.data_account_type_expenses,Straty nadzwyczajne
l10n_pl_openglobe.chart79010000,pl_chart_template,79-010-000,False,account.data_account_type_expenses,Obroty wewnętrzne - Koszt wyrobów własnej produkcji wydanych do własnych sklepów
l10n_pl_openglobe.chart79020000,pl_chart_template,79-020-000,False,account.data_account_type_expenses,Obroty wewnętrzne - Świadczenia na rzecz środków trwałych w budowie
l10n_pl_openglobe.chart79040000,pl_chart_template,79-040-000,False,account.data_account_type_expenses,Obroty wewnętrzne - Koszt niedoborów produktów
l10n_pl_openglobe.chart79050000,pl_chart_template,79-050-000,False,account.data_account_type_expenses,Obroty wewnętrzne - Koszt zaniechania określonego rodzaju działalności
l10n_pl_openglobe.chart79110000,pl_chart_template,79-110-000,False,account.data_account_type_expenses,Koszt własny obrotów wewnętrznych - Koszt wytworzenia wyrobów gotowych wydanych do własnych sklepów
l10n_pl_openglobe.chart79120000,pl_chart_template,79-120-000,False,account.data_account_type_expenses,Koszt własny obrotów wewnętrznych - Koszt wytworzenia świadczeń na rzecz środków trwałych w budowie
l10n_pl_openglobe.chart79130000,pl_chart_template,79-130-000,False,account.data_account_type_expenses,Koszt własny obrotów wewnętrznych - Koszt wytworzenia zakończonych prac rozwojowych
l10n_pl_openglobe.chart79140000,pl_chart_template,79-140-000,False,account.data_account_type_expenses,Koszt własny obrotów wewnętrznych - Koszt wytworzenia produktów uznanych za niedobory
l10n_pl_openglobe.chart79150000,pl_chart_template,79-150-000,False,account.data_account_type_expenses,Koszt własny obrotów wewnętrznych - Koszt zaniechania określonego rodzaju działalności
l10n_pl_openglobe.chart80000000,pl_chart_template,80-000-000,False,account.data_account_type_equity,Kapitał podstawowy
l10n_pl_openglobe.chart81100000,pl_chart_template,81-100-000,False,account.data_account_type_non_current_liabilities,Pozostałe kapitały i fundusze - Kapitał zapasowy
l10n_pl_openglobe.chart81200000,pl_chart_template,81-200-000,False,account.data_account_type_non_current_liabilities,Pozostałe kapitały i fundusze - Kapitał rezerwowy
l10n_pl_openglobe.chart81300000,pl_chart_template,81-300-000,False,account.data_account_type_non_current_liabilities,Pozostałe kapitały i fundusze - Kapitał z aktualizacji wyceny
l10n_pl_openglobe.chart81400000,pl_chart_template,81-400-000,False,account.data_account_type_non_current_liabilities,Pozostałe kapitały i fundusze - Kapitały wydzielone w jednostce statutowej i zakładach (oddziałach) samodzielnie sporządzających bilans
l10n_pl_openglobe.chart82000000,pl_chart_template,82-000-000,False,account.data_account_type_current_liabilities,Rozliczenia wyniku finansowego
l10n_pl_openglobe.chart83010000,pl_chart_template,83-010-000,False,account.data_account_type_current_liabilities,Rezerwa z tytułu odroczonego podatku dochodowego
l10n_pl_openglobe.chart83020100,pl_chart_template,83-020-100,False,account.data_account_type_non_current_liabilities,Rezerwy na świadczenia - Rezerwa długoterminowa na świadczenia emerytalne i podobne
l10n_pl_openglobe.chart83020200,pl_chart_template,83-020-200,False,account.data_account_type_current_liabilities,Rezerwy na świadczenia - Rezerwa krótkoterminowa na świadczenia emerytalne i podobne
l10n_pl_openglobe.chart83090100,pl_chart_template,83-090-100,False,account.data_account_type_non_current_liabilities,Pozostałe rezerwy - Pozostałe rezerwy długoterminowe
l10n_pl_openglobe.chart83090200,pl_chart_template,83-090-200,False,account.data_account_type_current_liabilities,Pozostałe rezerwy - Pozostałe rezerwy krótkoterminowe
l10n_pl_openglobe.chart84010000,pl_chart_template,84-010-000,False,account.data_account_type_current_liabilities,Rozliczenia międzyokresowe - Ujemna wartość firmy
l10n_pl_openglobe.chart84020100,pl_chart_template,84-020-100,False,account.data_account_type_non_current_liabilities,Rozliczenia międzyokresowe - Inne - Inne rozliczenia międzyokresowe długoterminowe
l10n_pl_openglobe.chart84020200,pl_chart_template,84-020-200,False,account.data_account_type_current_liabilities,Rozliczenia międzyokresowe - Inne - Inne rozliczenia międzyokresowe krótkoterminowe
l10n_pl_openglobe.chart85010000,pl_chart_template,85-010-000,False,account.data_account_type_current_liabilities,Fundusze specjalne - Zakładowy fundusz świadczeń socjalnych
l10n_pl_openglobe.chart85020100,pl_chart_template,85-020-100,False,account.data_account_type_current_liabilities,Fundusze specjalne - Inne - Zakładowy fundusz rehabilitacji osób niepełnosprawnych
l10n_pl_openglobe.chart85020200,pl_chart_template,85-020-200,False,account.data_account_type_current_liabilities,Fundusze specjalne - Inne - Fundusz nagród
l10n_pl_openglobe.chart85020300,pl_chart_template,85-020-300,False,account.data_account_type_current_liabilities,Fundusze specjalne - Inne - Fundusz na remont zasobów mieszkaniowych
l10n_pl_openglobe.chart86000000,pl_chart_template,86-000-000,False,account.data_unaffected_earnings,Wynik finansowy
l10n_pl_openglobe.chart87010000,pl_chart_template,87-010-000,False,account.data_account_type_current_liabilities,Podatek dochodowy i inne obciążenia wyniku - Podatek dochodowy od osób prawnych
l10n_pl_openglobe.chart87020000,pl_chart_template,87-020-000,False,account.data_account_type_current_liabilities,Podatek dochodowy i inne obciążenia wyniku - Inne obowiązkowe obciążenia wyniku finansowego
